movie_id,rating,date,runtime,metascore,imdb_rating,boxoffice,budget,buzz,Adventure,Comedy,Family,Animation,Action,Sci-Fi,Mystery,Thriller,Biography,Drama,Sport,Fantasy,Crime,Romance,Music,Musical,Horror,History,War,Documentary,News,Western,Short,
44,PG-13,2006-06-16,104,45,6.0,63280000,85000000,37,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,R,2006-01-20,106,36,6.7,63257940,10000000,6,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46,PG,2006-03-10,98,43,4.4,62615510,85000000,13,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,PG-13,2006-05-12,98,50,5.7,62318875,45000000,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,R,2006-12-22,167,61,6.7,61123569,60000000,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,R,2006-08-18,101,80,7.8,60674817,160000000,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,PG-13,2006-04-07,85,25,5.5,59908565,80000000,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,G,2006-02-10,87,62,6.5,59891098,8000000,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,PG-13,2006-07-14,98,26,4.5,59843754,35000000,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,R,2006-12-08,143,64,8.0,58640119,50000000,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,PG-13,2006-11-17,103,91,7.3,58636047,64000000,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,R,2006-02-10,93,41,5.8,57377916,100000000,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,PG-13,2006-10-20,130,66,8.5,56441711,15000000,9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,R,2006-12-08,139,68,7.8,55011732,70000000,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,PG-13,2006-02-17,83,11,2.8,54098051,25000000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65,PG-13,2006-02-03,87,27,5.1,53089891,40000000,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68,R,2006-04-21,125,31,6.5,50866635,40000000,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69,PG,2006-12-22,131,53,7.1,48751189,50000000,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70,PG,2006-01-13,118,58,7.2,48548426,20000000,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,PG-13,2006-07-21,110,36,5.5,47860214,15000000,6,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,R,2006-03-10,107,52,6.4,47326473,4800000,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,PG-13,2006-07-28,89,41,5.8,47279279,25000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74,PG-13,2006-11-10,113,67,7.5,46982632,50000000,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,PG-13,2006-09-01,110,68,7.6,43545364,65000000,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,R,2006-10-06,91,30,5.8,42647449,30000000,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77,PG-13,2006-10-13,102,33,5.1,42285169,75000000,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78,PG-13,2006-09-15,125,52,6.9,41778863,17000000,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80,R,2007-01-19,118,98,8.2,40435190,30000000,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
81,PG,2006-12-01,101,52,6.8,39868642,16500000,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,PG-13,2006-10-13,115,39,6.2,39517763,16000000,7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83,G,2006-04-14,82,47,5.2,39143839,20000000,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,PG-13,2006-03-03,102,63,6.6,38432823,30000000,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,PG-13,2006-08-18,93,47,6.4,38399961,45000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,R,2007-01-05,109,84,7.9,37629831,35000000,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,PG,2006-11-22,93,28,5.0,37442180,20000000,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,PG-13,2006-04-07,118,55,6.6,37384046,80000000,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,R,2006-11-10,143,69,7.4,36895141,45000000,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,PG-13,2006-03-17,105,45,6.3,36280697,60000000,7,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
93,R,2006-10-20,135,79,7.1,35552383,76000000,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,R,2006-04-28,111,90,7.6,35093569,51000000,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95,PG-13,2006-10-06,103,36,5.5,34742066,30000000,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96,PG,2006-07-28,88,59,5.8,34302837,20000000,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,R,2006-09-01,88,57,6.9,34020814,33000000,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98,PG-13,2006-04-28,103,53,6.4,33889159,25000000,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,R,2006-08-04,99,71,7.2,33602376,53000000,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,R,2006-04-14,92,71,7.6,31567134,18000000,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,PG-13,2006-09-22,104,70,7.6,28444855,10000000,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,R,2006-07-21,97,65,7.3,28142535,45000000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,PG,2006-06-30,96,75,7.4,27838408,12000000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
105,PG-13,2006-09-08,97,19,5.3,26910736,20000000,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,PG-13,2006-03-24,85,24,5.1,26024456,7000000,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
110,R,2006-06-23,97,37,5.9,24148068,5000000,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111,PG-13,2006-03-31,105,63,6.2,24146161,1000000,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112,PG,2006-10-20,95,57,6.1,23364784,20000000,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,PG-13,2006-06-09,105,75,6.7,23086480,20000000,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114,PG-13,2006-08-11,90,27,4.8,22672813,60000000,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115,R,2006-08-25,110,46,6.3,22530295,30000000,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,PG,2006-04-28,112,72,7.4,22495466,27000000,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,PG,2006-03-03,110,51,5.4,21170563,17000000,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
119,PG-13,2006-03-03,88,18,4.4,21000147,15000000,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,PG-13,2006-09-29,100,44,5.9,20342852,10000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,R,2007-01-19,123,74,7.7,20264436,20500000,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
122,R,2007-01-26,92,73,7.4,19185184,17500000,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
123,PG-13,2006-05-12,103,29,5.4,18848430,8000000,11,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
124,PG-13,2006-01-27,108,37,5.9,18844784,15000000,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
125,PG,2006-12-08,90,43,5.3,18597342,12000000,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,PG-13,2006-10-20,123,65,6.5,18522064,30000000,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
129,PG-13,2006-03-24,89,21,3.5,17807569,20000000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
132,G,2006-09-15,87,51,5.7,17606684,6000000,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,R,2006-09-08,126,62,6.5,17510118,27500000,14,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134,R,2007-02-02,141,89,7.9,17326650,28000000,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,R,2006-04-21,88,68,5.8,16655224,25000000,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139,R,2007-01-26,121,84,7.6,15962471,40000000,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,R,2006-08-25,121,55,6.2,15680099,17000000,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
146,R,2006-03-03,103,84,7.2,13756082,13000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
147,R,2006-09-15,104,57,6.4,13395961,20000000,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
148,PG-13,2006-02-03,99,64,6.7,13368437,6500000,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
149,PG,2006-08-18,98,17,4.0,13090630,60000000,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
151,PG-13,2006-07-28,96,48,6.6,12899867,9400000,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
153,PG,2006-09-29,111,38,6.6,12669914,15000000,9,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
155,R,2006-03-03,103,66,7.4,12044087,5700000,14,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,R,2006-11-22,93,55,6.8,11989328,35000000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
157,PG,2006-05-05,91,46,5.5,11748661,10000000,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,PG-13,2007-01-19,125,69,7.5,11718595,3000000,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
162,G,2006-02-24,78,23,2.9,11242801,14000000,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,PG-13,2006-11-10,117,47,7.0,10525717,4000000,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
165,PG-13,2006-09-22,128,37,6.2,10178331,100000,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,PG-13,2006-04-07,99,36,3.3,10144010,35000000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,R,2006-12-01,93,36,5.4,9015303,1000000,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
169,R,2006-10-27,116,52,6.1,8117637,15000000,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,R,2006-02-24,122,41,7.3,8060487,19400000,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
171,R,2007-01-12,114,70,7.0,7836393,4000000,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
172,R,2006-01-06,94,33,7.0,7802450,15250000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,R,2006-03-31,114,26,4.4,501752,15000000,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,PG-13,2006-11-22,86,68,6.3,7578946,20000000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,PG-13,2006-05-26,117,77,7.7,7459300,35000000,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,R,2006-07-28,100,73,7.1,7314027,17000000,12,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
177,R,2007-02-09,137,75,7.5,7221458,55000000,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
178,R,2006-09-29,105,70,7.3,7061128,3000000,15,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
179,R,2006-11-17,84,27,6.0,7027762,10000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180,PG-13,2006-06-02,90,57,5.4,7009668,5600000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,R,2006-10-06,95,38,7.2,6855137,17000000,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
183,R,2007-02-16,95,82,7.1,6566773,45000000,20,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
185,R,2006-05-12,102,54,6.3,5946136,70000000,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
187,PG,2006-07-21,94,73,7.4,5549923,12000000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
188,PG,2007-03-09,88,57,7.0,5529144,3000000,13,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
189,R,2006-03-31,94,70,7.2,5501616,20000000,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
190,PG-13,2006-06-23,120,40,7.3,5463019,14000000,6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
191,R,2006-04-21,89,41,6.1,4670644,6000000,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,R,2006-12-22,109,74,6.8,4630045,4000000,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193,R,2006-09-22,106,85,7.2,4339241,5000000,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,R,2006-05-26,144,47,6.6,4299773,14000000,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
199,R,2007-01-05,147,56,7.5,3347411,6000000,12,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
203,R,2006-04-14,110,72,7.2,3337931,2000000,16,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
206,R,2006-06-09,104,73,7.3,3121270,500000,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
209,PG-13,2006-05-26,107,57,7.1,3005605,30000000,21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
212,PG,2006-08-04,92,70,7.6,2912606,3000000,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
213,R,2006-10-06,99,53,6.8,2893666,10000000,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
215,R,2006-03-03,114,58,6.4,2730296,3700000,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
216,Not Rated,2006-06-23,154,68,6.4,2697938,700000,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,R,2009-11-13,96,39,5.7,2484186,9600000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
224,R,2006-06-02,84,70,7.1,2405420,25000000,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
226,R,2006-10-13,110,68,7.1,2223293,63700000,15,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
231,R,2007-05-04,116,64,6.3,2075743,450000,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,R,2006-11-10,120,56,6.5,2072645,2000000,6,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
234,Unrated,2006-01-25,108,73,6.4,1985292,2000000,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,PG-13,2006-01-20,98,53,5.4,1903434,20000000,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,R,2006-10-13,100,67,7.0,1678874,1000000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
258,R,2007-01-25,84,66,6.6,1530535,9000000,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,PG-13,2006-02-17,102,52,6.6,1502188,4200000,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,R,2006-04-07,86,37,5.9,1430721,10000000,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,R,2007-05-18,84,62,7.0,1308696,32000000,32,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
275,R,2006-09-27,120,82,7.0,1200216,15000000,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
276,PG,2006-03-17,90,59,6.4,1173673,13000000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
277,PG-13,2009-08-28,99,56,7.2,1151330,13000000,49,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285,Unrated,2007-01-26,76,84,6.8,1024640,950000,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,PG-13,2006-07-07,97,67,7.3,669625,30000000,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
359,Unrated,2006-10-18,90,77,7.2,444093,2400000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
374,Unrated,2006-10-12,105,69,7.1,418689,5000000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
379,R,2007-01-18,95,43,6.3,381420,900000,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
